Sale_Period,Country,Store_ID,category_name,Sales,% of Store Sales
2023 Q1,Colombia,ST-63,Laptop,515451,0.132176209
2023 Q1,Colombia,ST-63,Smart Speaker,51370,0.01317272
2023 Q1,Colombia,ST-63,Smartphone,540804,0.138677435
2023 Q1,Colombia,ST-63,Streaming Device,100967,0.025890793
2023 Q1,Colombia,ST-63,Subscription Service,285539,0.073220272
2023 Q1,Colombia,ST-63,Tablet,541998,0.138983611
2023 Q1,Colombia,ST-63,Wearable,457724,0.117373374
2023 Q1,Colombia,ST-64,Accessories,694686,0.172944872
2023 Q1,Colombia,ST-64,Audio,453531,0.112908366
2023 Q1,Colombia,ST-64,Desktop,376815,0.093809609
2023 Q1,Colombia,ST-64,Laptop,563987,0.140406831
2023 Q1,Colombia,ST-64,Smart Speaker,64208,0.01598484
2023 Q1,Colombia,ST-64,Smartphone,492918,0.122713917
2023 Q1,Colombia,ST-64,Streaming Device,132162,0.032902261
2023 Q1,Colombia,ST-64,Subscription Service,211528,0.052660746
2023 Q1,Colombia,ST-64,Tablet,614413,0.152960586
2023 Q1,Colombia,ST-64,Wearable,412558,0.102707972
2023 Q1,France,ST-18,Accessories,570431,0.137449047
2023 Q1,France,ST-18,Audio,575103,0.138574795
2023 Q1,France,ST-18,Desktop,430251,0.103671767
2023 Q1,France,ST-18,Laptop,422096,0.101706767
2023 Q1,France,ST-18,Smart Speaker,57084,0.01375476
2023 Q1,France,ST-18,Smartphone,562972,0.135651752
2023 Q1,France,ST-18,Streaming Device,144447,0.034805441
2023 Q1,France,ST-18,Subscription Service,299272,0.072111528
2023 Q1,France,ST-18,Tablet,570399,0.137441336
2023 Q1,France,ST-18,Wearable,518072,0.124832806
2023 Q1,France,ST-19,Accessories,631783,0.160188591
2023 Q1,France,ST-19,Audio,533223,0.135198701
2023 Q1,France,ST-19,Desktop,363255,0.092103311
2023 Q1,France,ST-19,Laptop,451996,0.114603594
2023 Q1,France,ST-19,Smart Speaker,55390,0.014044135
2023 Q1,France,ST-19,Smartphone,614207,0.155732195
2023 Q1,France,ST-19,Streaming Device,107171,0.027173209
2023 Q1,France,ST-19,Subscription Service,145989,0.037015513
2023 Q1,France,ST-19,Tablet,618072,0.156712166
2023 Q1,France,ST-19,Wearable,422909,0.107228584
2023 Q1,France,ST-29,Accessories,668934,0.157775677
2023 Q1,France,ST-29,Audio,523641,0.123506673
2023 Q1,France,ST-29,Desktop,416239,0.098174693
2023 Q1,France,ST-29,Laptop,485038,0.114401718
2023 Q1,France,ST-29,Smart Speaker,60582,0.014288952
2023 Q1,France,ST-29,Smartphone,529057,0.124784098
2023 Q1,France,ST-29,Streaming Device,124351,0.029329595
2023 Q1,France,ST-29,Subscription Service,291072,0.068652635
2023 Q1,France,ST-29,Tablet,667538,0.157446414
2023 Q1,France,ST-29,Wearable,473327,0.111639545
2023 Q1,France,ST-68,Accessories,682192,0.167776046
2023 Q1,France,ST-68,Audio,664323,0.163381403
2023 Q1,France,ST-68,Desktop,285126,0.070122946
2023 Q1,France,ST-68,Laptop,507143,0.124725074
2023 Q1,France,ST-68,Smart Speaker,43902,0.010797113
2023 Q1,France,ST-68,Smartphone,641041,0.157655505
2023 Q1,France,ST-68,Streaming Device,101392,0.024936013
2023 Q1,France,ST-68,Subscription Service,220946,0.054338729
2023 Q1,France,ST-68,Tablet,552640,0.135914455
2023 Q1,France,ST-68,Wearable,367382,0.090352715
2023 Q1,Germany,ST-24,Accessories,642922,0.149209546
2023 Q1,Germany,ST-24,Audio,548335,0.127257764
2023 Q1,Germany,ST-24,Desktop,326002,0.07565865
2023 Q1,Germany,ST-24,Laptop,479552,0.111294584
2023 Q1,Germany,ST-24,Smart Speaker,104524,0.024257964
2023 Q1,Germany,ST-24,Smartphone,663882,0.15407395
2023 Q1,Germany,ST-24,Streaming Device,231929,0.053826157
2023 Q1,Germany,ST-24,Subscription Service,183321,0.042545197
2023 Q1,Germany,ST-24,Tablet,718988,0.166862968
2023 Q1,Germany,ST-24,Wearable,409398,0.09501322
2023 Q1,Germany,ST-25,Accessories,612406,0.149344915
2023 Q1,Germany,ST-25,Audio,463681,0.113075965
2023 Q1,Germany,ST-25,Desktop,319595,0.077938309
2023 Q1,Germany,ST-25,Laptop,463315,0.112986711
2023 Q1,Germany,ST-25,Smart Speaker,93982,0.022919001
2023 Q1,Germany,ST-25,Smartphone,658183,0.160508363
2023 Q1,Germany,ST-25,Streaming Device,132261,0.032253942
2023 Q1,Germany,ST-25,Subscription Service,251276,0.061277638
2023 Q1,Germany,ST-25,Tablet,604789,0.147487389
2023 Q1,Germany,ST-25,Wearable,501127,0.122207766
2023 Q1,Germany,ST-27,Accessories,599800,0.145701136
2023 Q1,Germany,ST-27,Audio,542713,0.131833779
2023 Q1,Germany,ST-27,Desktop,344834,0.083765765
2023 Q1,Germany,ST-27,Laptop,448699,0.108996256
2023 Q1,Germany,ST-27,Smart Speaker,26818,0.006514527
2023 Q1,Germany,ST-27,Smartphone,709154,0.172264994
2023 Q1,Germany,ST-27,Streaming Device,122008,0.02963772
2023 Q1,Germany,ST-27,Subscription Service,246254,0.059819086
2023 Q1,Germany,ST-27,Tablet,571449,0.138814219
2023 Q1,Germany,ST-27,Wearable,504917,0.122652519
2023 Q1,Italy,ST-22,Accessories,723273,0.163221024
2023 Q1,Italy,ST-22,Audio,588883,0.132893232
2023 Q1,Italy,ST-22,Desktop,410506,0.092638893
2023 Q1,Italy,ST-22,Laptop,523628,0.118167135
2023 Q1,Italy,ST-22,Smart Speaker,67340,0.015196618
2023 Q1,Italy,ST-22,Smartphone,506743,0.114356697
2023 Q1,Italy,ST-22,Streaming Device,168078,0.037930164
2023 Q1,Italy,ST-22,Subscription Service,249163,0.056228616
2023 Q1,Italy,ST-22,Tablet,741946,0.16743496
2023 Q1,Italy,ST-22,Wearable,451689,0.101932661
2023 Q1,Italy,ST-23,Accessories,802786,0.175893918
2023 Q1,Italy,ST-23,Audio,470538,0.103096931
2023 Q1,Italy,ST-23,Desktop,433324,0.094943181
2023 Q1,Italy,ST-23,Laptop,489163,0.10717775
2023 Q1,Italy,ST-23,Smart Speaker,51932,0.011378528
2023 Q1,Italy,ST-23,Smartphone,595977,0.130581163
2023 Q1,Italy,ST-23,Streaming Device,112060,0.024552835
2023 Q1,Italy,ST-23,Subscription Service,267748,0.058664756
2023 Q1,Italy,ST-23,Tablet,858858,0.188179539
2023 Q1,Italy,ST-23,Wearable,481649,0.105531399
2023 Q1,Japan,ST-31,Accessories,702269,0.178531135
2023 Q1,Japan,ST-31,Audio,518843,0.131900496
2023 Q1,Japan,ST-31,Desktop,355931,0.090484936
2023 Q1,Japan,ST-31,Laptop,488563,0.124202701
2023 Q1,Japan,ST-31,Smart Speaker,51754,0.013156925
2023 Q1,Japan,ST-31,Smartphone,492041,0.12508688
2023 Q1,Japan,ST-31,Streaming Device,82671,0.021016658
2023 Q1,Japan,ST-31,Subscription Service,199081,0.05061046
2023 Q1,Japan,ST-31,Tablet,630868,0.160379541
2023 Q1,Japan,ST-31,Wearable,411573,0.104630269
2023 Q1,Japan,ST-32,Accessories,603994,0.146007984
2023 Q1,Japan,ST-32,Audio,562559,0.135991591
2023 Q1,Japan,ST-32,Desktop,345419,0.083500716
2023 Q1,Japan,ST-32,Laptop,600122,0.145071976
2023 Q1,Japan,ST-32,Smart Speaker,12138,0.002934209
2023 Q1,Japan,ST-32,Smartphone,486878,0.117696658
2023 Q1,Japan,ST-32,Streaming Device,111367,0.026921577
2023 Q1,Japan,ST-32,Subscription Service,316110,0.076415633
2023 Q1,Japan,ST-32,Tablet,556686,0.134571867
2023 Q1,Japan,ST-32,Wearable,541446,0.130887788
2023 Q1,Japan,ST-33,Accessories,653450,0.15325657
2023 Q1,Japan,ST-33,Audio,493791,0.115811026
2023 Q1,Japan,ST-33,Desktop,442278,0.10372945
2023 Q1,Japan,ST-33,Laptop,514250,0.120609368
2023 Q1,Japan,ST-33,Smart Speaker,115470,0.027081699
2023 Q1,Japan,ST-33,Smartphone,685042,0.160665984
2023 Q1,Japan,ST-33,Streaming Device,83565,0.019598876
2023 Q1,Japan,ST-33,Subscription Service,204924,0.048061748
2023 Q1,Japan,ST-33,Tablet,655929,0.153837981
2023 Q1,Japan,ST-33,Wearable,415066,0.097347298
2023 Q1,Japan,ST-34,Accessories,601778,0.144036807
2023 Q1,Japan,ST-34,Audio,586167,0.140300282
2023 Q1,Japan,ST-34,Desktop,400914,0.095959594
2023 Q1,Japan,ST-34,Laptop,372193,0.089085163
2023 Q1,Japan,ST-34,Smart Speaker,66198,0.015844628
2023 Q1,Japan,ST-34,Smartphone,582652,0.139458959
2023 Q1,Japan,ST-34,Streaming Device,126316,0.030233995
2023 Q1,Japan,ST-34,Subscription Service,242379,0.058013914
2023 Q1,Japan,ST-34,Tablet,727148,0.174044375
2023 Q1,Japan,ST-34,Wearable,472201,0.113022284
2023 Q1,Japan,ST-44,Accessories,571577,0.128913806
2023 Q1,Japan,ST-44,Audio,495839,0.111831813
2023 Q1,Japan,ST-44,Desktop,382558,0.086282352
2023 Q1,Japan,ST-44,Laptop,515274,0.116215195
2023 Q1,Japan,ST-44,Smart Speaker,107332,0.024207721
2023 Q1,Japan,ST-44,Smartphone,540625,0.121932874
2023 Q1,Japan,ST-44,Streaming Device,88901,0.020050783
2023 Q1,Japan,ST-44,Subscription Service,287182,0.064771194
2023 Q1,Japan,ST-44,Tablet,934913,0.210860816
2023 Q1,Japan,ST-44,Wearable,509591,0.114933447
2023 Q1,Japan,ST-72,Accessories,691565,0.148081682
2023 Q1,Japan,ST-72,Audio,612938,0.131245639
2023 Q1,Japan,ST-72,Desktop,414916,0.088844084
2023 Q1,Japan,ST-72,Laptop,567101,0.121430769
2023 Q1,Japan,ST-72,Smart Speaker,45370,0.009714873
2023 Q1,Japan,ST-72,Smartphone,707867,0.151572355
2023 Q1,Japan,ST-72,Streaming Device,148800,0.03186187
2023 Q1,Japan,ST-72,Subscription Service,199484,0.042714606
2023 Q1,Japan,ST-72,Tablet,850581,0.182131058
2023 Q1,Japan,ST-72,Wearable,431537,0.092403064
2023 Q1,Mexico,ST-60,Accessories,599803,0.139989973
2023 Q1,Mexico,ST-60,Audio,530172,0.123738568
2023 Q1,Mexico,ST-60,Desktop,366485,0.085535126
2023 Q1,Mexico,ST-60,Laptop,473406,0.110489766
2023 Q1,Mexico,ST-60,Smart Speaker,85814,0.020028409
2023 Q1,Mexico,ST-60,Smartphone,723757,0.168920001
2023 Q1,Mexico,ST-60,Streaming Device,155721,0.036344231
2023 Q1,Mexico,ST-60,Subscription Service,271881,0.063455191
2023 Q1,Mexico,ST-60,Tablet,625241,0.145927031
2023 Q1,Mexico,ST-60,Wearable,452334,0.105571704
2023 Q1,Mexico,ST-61,Accessories,526510,0.123601121
2023 Q1,Mexico,ST-61,Audio,567162,0.133144402
2023 Q1,Mexico,ST-61,Desktop,466492,0.109511565
2023 Q1,Mexico,ST-61,Laptop,561138,0.131730235
2023 Q1,Mexico,ST-61,Smart Speaker,152288,0.035750446
2023 Q1,Mexico,ST-61,Smartphone,544794,0.127893391
2023 Q1,Mexico,ST-61,Streaming Device,127115,0.029840946
2023 Q1,Mexico,ST-61,Subscription Service,215533,0.050597558
2023 Q1,Mexico,ST-61,Tablet,595713,0.139846907
2023 Q1,Mexico,ST-61,Wearable,503006,0.118083428
2023 Q1,Mexico,ST-62,Accessories,588239,0.145670527
2023 Q1,Mexico,ST-62,Audio,528513,0.130880079
2023 Q1,Mexico,ST-62,Desktop,339875,0.084166079
2023 Q1,Mexico,ST-62,Laptop,522985,0.129511135
2023 Q1,Mexico,ST-62,Smart Speaker,54316,0.013450724
2023 Q1,Mexico,ST-62,Smartphone,563468,0.139536277
2023 Q1,Mexico,ST-62,Streaming Device,104639,0.025912628
2023 Q1,Mexico,ST-62,Subscription Service,333327,0.082544543
2023 Q1,Mexico,ST-62,Tablet,619677,0.153455781
2023 Q1,Mexico,ST-62,Wearable,383108,0.094872227
2023 Q1,Netherlands,ST-26,Accessories,625893,0.146624655
2023 Q1,Netherlands,ST-26,Audio,592101,0.138708381
2023 Q1,Netherlands,ST-26,Desktop,283844,0.066494638
2023 Q1,Netherlands,ST-26,Laptop,558063,0.130734478
2023 Q1,Netherlands,ST-26,Smart Speaker,53656,0.012569708
2023 Q1,Netherlands,ST-26,Smartphone,620510,0.145363608
2023 Q1,Netherlands,ST-26,Streaming Device,96632,0.022637469
2023 Q1,Netherlands,ST-26,Subscription Service,192207,0.045027321
2023 Q1,Netherlands,ST-26,Tablet,744438,0.174395568
2023 Q1,Netherlands,ST-26,Wearable,501331,0.117444172
2023 Q1,Singapore,ST-42,Accessories,525555,0.122817759
2023 Q1,Singapore,ST-42,Audio,577305,0.134911297
2023 Q1,Singapore,ST-42,Desktop,359561,0.084026365
2023 Q1,Singapore,ST-42,Laptop,530094,0.123878485
2023 Q1,Singapore,ST-42,Smart Speaker,101332,0.023680431
2023 Q1,Singapore,ST-42,Smartphone,641594,0.149935092
2023 Q1,Singapore,ST-42,Streaming Device,100733,0.02354045
2023 Q1,Singapore,ST-42,Subscription Service,203373,0.04752655
2023 Q1,Singapore,ST-42,Tablet,745515,0.174220551
2023 Q1,Singapore,ST-42,Wearable,494083,0.115463019
2023 Q1,Singapore,ST-45,Accessories,431914,0.101225257
2023 Q1,Singapore,ST-45,Audio,605961,0.142015674
2023 Q1,Singapore,ST-45,Desktop,399871,0.093715519
2023 Q1,Singapore,ST-45,Laptop,563564,0.132079328
2023 Q1,Singapore,ST-45,Smart Speaker,80700,0.018913205
2023 Q1,Singapore,ST-45,Smartphone,446295,0.104595651
2023 Q1,Singapore,ST-45,Streaming Device,159358,0.037347839
2023 Q1,Singapore,ST-45,Subscription Service,345931,0.081073904
2023 Q1,Singapore,ST-45,Tablet,887749,0.208056744
2023 Q1,Singapore,ST-45,Wearable,345517,0.080976878
2023 Q1,Singapore,ST-66,Accessories,725177,0.168070115
2023 Q1,Singapore,ST-66,Audio,589126,0.136538355
2023 Q1,Singapore,ST-66,Desktop,346653,0.080341778
2023 Q1,Singapore,ST-66,Laptop,547464,0.126882592
2023 Q1,Singapore,ST-66,Smart Speaker,50306,0.011659133
2023 Q1,Singapore,ST-66,Smartphone,602563,0.139652571
2023 Q1,Singapore,ST-66,Streaming Device,91767,0.021268311
2023 Q1,Singapore,ST-66,Subscription Service,207422,0.048073008
2023 Q1,Singapore,ST-66,Tablet,639151,0.148132362
2023 Q1,Singapore,ST-66,Wearable,515100,0.119381773
2023 Q1,South Korea,ST-70,Accessories,628611,0.148059352
2023 Q1,South Korea,ST-70,Audio,570400,0.134348674
2023 Q1,South Korea,ST-70,Desktop,364698,0.08589883
2023 Q1,South Korea,ST-70,Laptop,478305,0.112657157
2023 Q1,South Korea,ST-70,Smart Speaker,55784,0.013139037
2023 Q1,South Korea,ST-70,Smartphone,565938,0.133297721
2023 Q1,South Korea,ST-70,Streaming Device,120039,0.028273283
2023 Q1,South Korea,ST-70,Subscription Service,215152,0.050675641
2023 Q1,South Korea,ST-70,Tablet,802154,0.188934653
2023 Q1,South Korea,ST-70,Wearable,444588,0.104715653
2023 Q1,South Korea,ST-71,Accessories,604505,0.140375325
2023 Q1,South Korea,ST-71,Audio,497301,0.115480913
2023 Q1,South Korea,ST-71,Desktop,448026,0.104038503
2023 Q1,South Korea,ST-71,Laptop,523365,0.121533374
2023 Q1,South Korea,ST-71,Smart Speaker,77262,0.01794142
2023 Q1,South Korea,ST-71,Smartphone,566899,0.131642635
2023 Q1,South Korea,ST-71,Streaming Device,162837,0.037813247
2023 Q1,South Korea,ST-71,Subscription Service,284955,0.066170918
2023 Q1,South Korea,ST-71,Tablet,716538,0.166391104
2023 Q1,South Korea,ST-71,Wearable,424660,0.09861256
2023 Q1,Spain,ST-21,Accessories,724948,0.17514066
2023 Q1,Spain,ST-21,Audio,495377,0.119678453
2023 Q1,Spain,ST-21,Desktop,432362,0.104454618
2023 Q1,Spain,ST-21,Laptop,412695,0.099703254
2023 Q1,Spain,ST-21,Smart Speaker,62316,0.015054963
2023 Q1,Spain,ST-21,Smartphone,582148,0.140641515
2023 Q1,Spain,ST-21,Streaming Device,90687,0.021909131
2023 Q1,Spain,ST-21,Subscription Service,215869,0.052151932
2023 Q1,Spain,ST-21,Tablet,613249,0.148155226
2023 Q1,Spain,ST-21,Wearable,509582,0.123110248
2023 Q1,Taiwan,ST-39,Accessories,632826,0.149064943
2023 Q1,Taiwan,ST-39,Audio,552677,0.130185494
2023 Q1,Taiwan,ST-39,Desktop,282034,0.066434347
2023 Q1,Taiwan,ST-39,Laptop,493403,0.116223243
2023 Q1,Taiwan,ST-39,Smart Speaker,56740,0.013365356
2023 Q1,Taiwan,ST-39,Smartphone,583322,0.137404059
2023 Q1,Taiwan,ST-39,Streaming Device,107482,0.025317857
2023 Q1,Taiwan,ST-39,Subscription Service,290717,0.068479666
2023 Q1,Taiwan,ST-39,Tablet,769534,0.181267113
2023 Q1,Taiwan,ST-39,Wearable,476569,0.112257921
2023 Q1,Thailand,ST-41,Accessories,582716,0.13915925
2023 Q1,Thailand,ST-41,Audio,707104,0.168864528
2023 Q1,Thailand,ST-41,Desktop,445379,0.106361603
2023 Q1,Thailand,ST-41,Laptop,516684,0.123390053
2023 Q1,Thailand,ST-41,Smart Speaker,69400,0.016573514
2023 Q1,Thailand,ST-41,Smartphone,596911,0.142549178
2023 Q1,Thailand,ST-41,Streaming Device,88049,0.021027109
2023 Q1,Thailand,ST-41,Subscription Service,220589,0.052679178
2023 Q1,Thailand,ST-41,Tablet,521380,0.124511511
2023 Q1,Thailand,ST-41,Wearable,439192,0.104884076
2023 Q1,Thailand,ST-65,Accessories,564383,0.132469377
2023 Q1,Thailand,ST-65,Audio,519242,0.12187409
2023 Q1,Thailand,ST-65,Desktop,396997,0.093181307
2023 Q1,Thailand,ST-65,Laptop,529625,0.12431114
2023 Q1,Thailand,ST-65,Smart Speaker,85174,0.019991649
2023 Q1,Thailand,ST-65,Smartphone,467130,0.109642601
2023 Q1,Thailand,ST-65,Streaming Device,164167,0.038532522
2023 Q1,Thailand,ST-65,Subscription Service,297475,0.069821961
2023 Q1,Thailand,ST-65,Tablet,736961,0.17297609
2023 Q1,Thailand,ST-65,Wearable,499325,0.117199263
2023 Q1,Thailand,ST-74,Accessories,657377,0.165651489
2023 Q1,Thailand,ST-74,Audio,535866,0.135032106
2023 Q1,Thailand,ST-74,Desktop,315594,0.07952608
2023 Q1,Thailand,ST-74,Laptop,578637,0.145809909
2023 Q1,Thailand,ST-74,Smart Speaker,37734,0.009508537
2023 Q1,Thailand,ST-74,Smartphone,541632,0.136485072
2023 Q1,Thailand,ST-74,Streaming Device,91306,0.023008068
2023 Q1,Thailand,ST-74,Subscription Service,246068,0.062006323
2023 Q1,Thailand,ST-74,Tablet,605188,0.152500457
2023 Q1,Thailand,ST-74,Wearable,359032,0.090471959
2023 Q1,UAE,ST-30,Accessories,596409,0.143513407
2023 Q1,UAE,ST-30,Audio,528383,0.127144367
2023 Q1,UAE,ST-30,Desktop,394955,0.095037697
2023 Q1,UAE,ST-30,Laptop,447235,0.10761779
2023 Q1,UAE,ST-30,Smart Speaker,80474,0.019364392
2023 Q1,UAE,ST-30,Smartphone,623236,0.149968766
2023 Q1,UAE,ST-30,Streaming Device,137249,0.033026114
2023 Q1,UAE,ST-30,Subscription Service,227190,0.054668543
2023 Q1,UAE,ST-30,Tablet,702896,0.169137287
2023 Q1,UAE,ST-30,Wearable,417745,0.100521636
2023 Q1,UAE,ST-57,Accessories,598357,0.138850967
2023 Q1,UAE,ST-57,Audio,470314,0.109138113
2023 Q1,UAE,ST-57,Desktop,438970,0.101864621
2023 Q1,UAE,ST-57,Laptop,559424,0.12981642
2023 Q1,UAE,ST-57,Smart Speaker,101046,0.0234481
2023 Q1,UAE,ST-57,Smartphone,646830,0.150099307
2023 Q1,UAE,ST-57,Streaming Device,90836,0.021078832
2023 Q1,UAE,ST-57,Subscription Service,276567,0.064178401
2023 Q1,UAE,ST-57,Tablet,666615,0.15469049
2023 Q1,UAE,ST-57,Wearable,460388,0.106834748
2023 Q1,UAE,ST-58,Accessories,712640,0.167796352
2023 Q1,UAE,ST-58,Audio,534185,0.125777804
2023 Q1,UAE,ST-58,Desktop,364865,0.085910159
2023 Q1,UAE,ST-58,Laptop,554491,0.130559002
2023 Q1,UAE,ST-58,Smart Speaker,52582,0.01238082
2023 Q1,UAE,ST-58,Smartphone,512191,0.120599154
2023 Q1,UAE,ST-58,Streaming Device,123067,0.028977034
2023 Q1,UAE,ST-58,Subscription Service,246091,0.057943944
2023 Q1,UAE,ST-58,Tablet,724570,0.170605359
2023 Q1,UAE,ST-58,Wearable,422371,0.099450372
2023 Q1,UAE,ST-59,Accessories,612701,0.139266338
2023 Q1,UAE,ST-59,Audio,599003,0.136152796
2023 Q1,UAE,ST-59,Desktop,324978,0.073867181
2023 Q1,UAE,ST-59,Laptop,606193,0.137787076
2023 Q1,UAE,ST-59,Smart Speaker,64188,0.01458987
2023 Q1,UAE,ST-59,Smartphone,711696,0.161767805
2023 Q1,UAE,ST-59,Streaming Device,131014,0.029779354
2023 Q1,UAE,ST-59,Subscription Service,274517,0.062397446
2023 Q1,UAE,ST-59,Tablet,667176,0.151648452
2023 Q1,UAE,ST-59,Wearable,408025,0.092743683
2023 Q1,UAE,ST-69,Accessories,619712,0.154886568
2023 Q1,UAE,ST-69,Audio,445603,0.111370958
2023 Q1,UAE,ST-69,Desktop,352347,0.088063193
2023 Q1,UAE,ST-69,Laptop,504792,0.126164251
2023 Q1,UAE,ST-69,Smart Speaker,63538,0.015880252
2023 Q1,UAE,ST-69,Smartphone,539658,0.13487842
2023 Q1,UAE,ST-69,Streaming Device,124206,0.031043196
2023 Q1,UAE,ST-69,Subscription Service,327145,0.081764378
2023 Q1,UAE,ST-69,Tablet,606176,0.151503473
2023 Q1,UAE,ST-69,Wearable,417893,0.104445311
2023 Q1,United Kingdom,ST-16,Accessories,568408,0.14520288
2023 Q1,United Kingdom,ST-16,Audio,449906,0.114930907
2023 Q1,United Kingdom,ST-16,Desktop,338330,0.086428218
2023 Q1,United Kingdom,ST-16,Laptop,634338,0.162045053
2023 Q1,United Kingdom,ST-16,Smart Speaker,56690,0.014481765
2023 Q1,United Kingdom,ST-16,Smartphone,537547,0.137319272
2023 Q1,United Kingdom,ST-16,Streaming Device,89190,0.022784065
2023 Q1,United Kingdom,ST-16,Subscription Service,218963,0.055935276
2023 Q1,United Kingdom,ST-16,Tablet,575859,0.147106278
2023 Q1,United Kingdom,ST-16,Wearable,445347,0.113766286
2023 Q1,United Kingdom,ST-17,Accessories,557887,0.127460975
2023 Q1,United Kingdom,ST-17,Audio,518713,0.118510854
2023 Q1,United Kingdom,ST-17,Desktop,390862,0.089300614
2023 Q1,United Kingdom,ST-17,Laptop,568280,0.129835473
2023 Q1,United Kingdom,ST-17,Smart Speaker,65666,0.015002774
2023 Q1,United Kingdom,ST-17,Smartphone,672947,0.153748843
2023 Q1,United Kingdom,ST-17,Streaming Device,150608,0.034409553
2023 Q1,United Kingdom,ST-17,Subscription Service,294257,0.067229177
2023 Q1,United Kingdom,ST-17,Tablet,617499,0.141080585
2023 Q1,United Kingdom,ST-17,Wearable,540205,0.123421151
2023 Q1,United Kingdom,ST-28,Accessories,768290,0.199517806
2023 Q1,United Kingdom,ST-28,Audio,490027,0.127255479
2023 Q1,United Kingdom,ST-28,Desktop,374270,0.097194457
2023 Q1,United Kingdom,ST-28,Laptop,413688,0.107430947
2023 Q1,United Kingdom,ST-28,Smart Speaker,21222,0.005511157
2023 Q1,United Kingdom,ST-28,Smartphone,449985,0.116856942
2023 Q1,United Kingdom,ST-28,Streaming Device,83139,0.021590429
2023 Q1,United Kingdom,ST-28,Subscription Service,354347,0.092020638
2023 Q1,United Kingdom,ST-28,Tablet,529295,0.137453015
2023 Q1,United Kingdom,ST-28,Wearable,366471,0.095169129
2023 Q1,United Kingdom,ST-73,Accessories,562553,0.145239548
2023 Q1,United Kingdom,ST-73,Audio,468392,0.120929125
2023 Q1,United Kingdom,ST-73,Desktop,224743,0.058023994
2023 Q1,United Kingdom,ST-73,Laptop,658723,0.170068652
2023 Q1,United Kingdom,ST-73,Smart Speaker,44946,0.011604127
2023 Q1,United Kingdom,ST-73,Smartphone,556143,0.143584618
2023 Q1,United Kingdom,ST-73,Streaming Device,102206,0.026387475
2023 Q1,United Kingdom,ST-73,Subscription Service,173726,0.04485246
2023 Q1,United Kingdom,ST-73,Tablet,767482,0.198147977
2023 Q1,United Kingdom,ST-73,Wearable,314363,0.081162024
2023 Q1,United States,ST-1,Accessories,670324,0.160273797
2023 Q1,United States,ST-1,Audio,501413,0.119887346
2023 Q1,United States,ST-1,Desktop,379784,0.090805974
2023 Q1,United States,ST-1,Laptop,611780,0.146275985
2023 Q1,United States,ST-1,Smart Speaker,43508,0.010402719
2023 Q1,United States,ST-1,Smartphone,607182,0.145176608
2023 Q1,United States,ST-1,Streaming Device,120362,0.028778434
2023 Q1,United States,ST-1,Subscription Service,278246,0.06652834
2023 Q1,United States,ST-1,Tablet,508391,0.121555779
2023 Q1,United States,ST-1,Wearable,461378,0.110315018
2023 Q1,United States,ST-10,Accessories,593421,0.139691184
2023 Q1,United States,ST-10,Audio,554231,0.130465866
2023 Q1,United States,ST-10,Desktop,438020,0.10310982
2023 Q1,United States,ST-10,Laptop,513027,0.120766452
2023 Q1,United States,ST-10,Smart Speaker,54710,0.012878723
2023 Q1,United States,ST-10,Smartphone,518799,0.12212518
2023 Q1,United States,ST-10,Streaming Device,167044,0.039322124
2023 Q1,United States,ST-10,Subscription Service,310834,0.073170261
2023 Q1,United States,ST-10,Tablet,555789,0.130832619
2023 Q1,United States,ST-10,Wearable,542217,0.127637772
2023 Q1,United States,ST-11,Accessories,601497,0.146298804
2023 Q1,United States,ST-11,Audio,552325,0.134338969
2023 Q1,United States,ST-11,Desktop,336317,0.081800533
2023 Q1,United States,ST-11,Laptop,625241,0.152073927
2023 Q1,United States,ST-11,Smart Speaker,76090,0.018506952
2023 Q1,United States,ST-11,Smartphone,486883,0.118421872
2023 Q1,United States,ST-11,Streaming Device,110845,0.026960219
2023 Q1,United States,ST-11,Subscription Service,222927,0.054221307
2023 Q1,United States,ST-11,Tablet,573220,0.139421145
2023 Q1,United States,ST-11,Wearable,526083,0.127956272
2023 Q1,United States,ST-12,Accessories,640446,0.161583974
2023 Q1,United States,ST-12,Audio,468609,0.118229647
2023 Q1,United States,ST-12,Desktop,277773,0.070081889
2023 Q1,United States,ST-12,Laptop,450942,0.113772278
2023 Q1,United States,ST-12,Smart Speaker,60996,0.015389238
2023 Q1,United States,ST-12,Smartphone,709935,0.179115989
2023 Q1,United States,ST-12,Streaming Device,153701,0.03877863
2023 Q1,United States,ST-12,Subscription Service,202255,0.051028762
2023 Q1,United States,ST-12,Tablet,603791,0.152335949
2023 Q1,United States,ST-12,Wearable,395101,0.099683642
2023 Q1,United States,ST-13,Accessories,628030,0.14696381
2023 Q1,United States,ST-13,Audio,503806,0.117894446
2023 Q1,United States,ST-13,Desktop,405376,0.094861076
2023 Q1,United States,ST-13,Laptop,504448,0.118044679
2023 Q1,United States,ST-13,Smart Speaker,72760,0.017026395
2023 Q1,United States,ST-13,Smartphone,625859,0.146455779
2023 Q1,United States,ST-13,Streaming Device,87178,0.020400317
2023 Q1,United States,ST-13,Subscription Service,243213,0.056913697
2023 Q1,United States,ST-13,Tablet,695036,0.162643725
2023 Q1,United States,ST-13,Wearable,507659,0.118796078
2023 Q1,United States,ST-14,Accessories,541256,0.135528474
2023 Q1,United States,ST-14,Audio,387497,0.097027796
